사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
Sep-19,1호선,150,서울역,1425056 ,1352776 ,210484 ,203270 ,2019-10-03 12:45
Sep-19,1호선,151,시청,618215 ,628580 ,104482 ,105584 ,2019-10-03 12:45
Sep-19,1호선,152,종각,1042905 ,1010405 ,151384 ,142575 ,2019-10-03 12:45
Sep-19,1호선,153,종로3가,587524 ,548967 ,357984 ,334959 ,2019-10-03 12:45
Sep-19,1호선,154,종로5가,481849 ,495179 ,260406 ,249585 ,2019-10-03 12:45
Sep-19,1호선,155,동대문,306897 ,347606 ,128585 ,133065 ,2019-10-03 12:45
Sep-19,1호선,156,신설동,340193 ,332610 ,117901 ,112038 ,2019-10-03 12:45
Sep-19,1호선,157,제기동,264818 ,256270 ,332466 ,356572 ,2019-10-03 12:45
Sep-19,1호선,158,청량리(서울시립대입구),425923 ,437537 ,311691 ,320377 ,2019-10-03 12:45
Sep-19,1호선,159,동묘앞,171418 ,185901 ,145778 ,147766 ,2019-10-03 12:45
Sep-19,2호선,201,시청,650250 ,609916 ,58994 ,53582 ,2019-10-03 12:45
Sep-19,2호선,202,을지로입구,1335420 ,1336246 ,113731 ,105375 ,2019-10-03 12:45
Sep-19,2호선,203,을지로3가,565726 ,561529 ,86211 ,85275 ,2019-10-03 12:45
Sep-19,2호선,204,을지로4가,267183 ,270762 ,84437 ,81628 ,2019-10-03 12:45
Sep-19,2호선,205,동대문역사문화공원,461166 ,539068 ,55634 ,59669 ,2019-10-03 12:45
Sep-19,2호선,206,신당,333089 ,341851 ,98569 ,100734 ,2019-10-03 12:45
Sep-19,2호선,207,상왕십리,352174 ,330559 ,66047 ,66176 ,2019-10-03 12:45
Sep-19,2호선,208,왕십리(성동구청),516223 ,411035 ,56989 ,48087 ,2019-10-03 12:45
Sep-19,2호선,209,한양대,349837 ,408869 ,14566 ,15622 ,2019-10-03 12:45
Sep-19,2호선,210,뚝섬,483220 ,518755 ,60797 ,61327 ,2019-10-03 12:45
Sep-19,2호선,211,성수,704820 ,775204 ,101162 ,102296 ,2019-10-03 12:45
Sep-19,2호선,212,건대입구,1149300 ,1270583 ,93845 ,96929 ,2019-10-03 12:45
Sep-19,2호선,213,구의(광진구청),586406 ,556948 ,103966 ,104928 ,2019-10-03 12:45
Sep-19,2호선,214,강변(동서울터미널),1151211 ,1144489 ,141369 ,137983 ,2019-10-03 12:45
Sep-19,2호선,215,잠실나루,362822 ,352666 ,86146 ,86966 ,2019-10-03 12:45
Sep-19,2호선,216,잠실(송파구청),2161212 ,2093299 ,199758 ,190373 ,2019-10-03 12:45
Sep-19,2호선,217,잠실새내,582055 ,590299 ,107923 ,107874 ,2019-10-03 12:45
Sep-19,2호선,218,종합운동장,320840 ,368926 ,54750 ,57269 ,2019-10-03 12:45
Sep-19,2호선,219,삼성(무역센터),1471726 ,1515737 ,116249 ,109457 ,2019-10-03 12:45
Sep-19,2호선,220,선릉,1287492 ,1153211 ,204140 ,180555 ,2019-10-03 12:45
Sep-19,2호선,221,역삼,1145036 ,1293648 ,155071 ,157892 ,2019-10-03 12:45
Sep-19,2호선,222,강남,2525088 ,2608118 ,164865 ,148298 ,2019-10-03 12:45
Sep-19,2호선,223,교대(법원.검찰청),880001 ,1005344 ,161578 ,183595 ,2019-10-03 12:45
Sep-19,2호선,224,서초,616179 ,617011 ,94095 ,92206 ,2019-10-03 12:45
Sep-19,2호선,225,방배,500819 ,519933 ,79863 ,78815 ,2019-10-03 12:45
Sep-19,2호선,226,사당,1029327 ,1158895 ,204993 ,194063 ,2019-10-03 12:45
Sep-19,2호선,227,낙성대,751857 ,718878 ,109934 ,111746 ,2019-10-03 12:45
Sep-19,2호선,228,서울대입구(관악구청),1328702 ,1280408 ,189953 ,182598 ,2019-10-03 12:45
Sep-19,2호선,229,봉천,577437 ,518162 ,151837 ,152168 ,2019-10-03 12:45
Sep-19,2호선,230,신림,1754652 ,1688405 ,237454 ,240149 ,2019-10-03 12:45
Sep-19,2호선,231,신대방,704195 ,663738 ,130886 ,131219 ,2019-10-03 12:45
Sep-19,2호선,232,구로디지털단지,1595725 ,1592450 ,172219 ,174816 ,2019-10-03 12:45
Sep-19,2호선,233,대림(구로구청),727914 ,750587 ,114215 ,118062 ,2019-10-03 12:45
Sep-19,2호선,234,신도림,1472402 ,1477299 ,210009 ,199389 ,2019-10-03 12:45
Sep-19,2호선,235,문래,481560 ,491063 ,83210 ,82040 ,2019-10-03 12:45
Sep-19,2호선,236,영등포구청,522327 ,531655 ,100702 ,98779 ,2019-10-03 12:45
Sep-19,2호선,237,당산,573695 ,634566 ,68857 ,73769 ,2019-10-03 12:45
Sep-19,2호선,238,합정,885595 ,955766 ,72366 ,72901 ,2019-10-03 12:45
Sep-19,2호선,239,홍대입구,2120984 ,2296877 ,107529 ,105393 ,2019-10-03 12:45
Sep-19,2호선,240,신촌,1211444 ,1249883 ,134297 ,132139 ,2019-10-03 12:45
Sep-19,2호선,241,이대,529371 ,568245 ,61225 ,62485 ,2019-10-03 12:45
Sep-19,2호선,242,아현,252904 ,242551 ,64730 ,63489 ,2019-10-03 12:45
Sep-19,2호선,243,충정로(경기대입구),261925 ,281545 ,50753 ,50656 ,2019-10-03 12:45
Sep-19,2호선,244,용답,66083 ,68705 ,17470 ,16484 ,2019-10-03 12:45
Sep-19,2호선,245,신답,36119 ,39625 ,9914 ,10603 ,2019-10-03 12:45
Sep-19,2호선,246,신설동,82942 ,75799 ,33790 ,36352 ,2019-10-03 12:45
Sep-19,2호선,247,도림천,27480 ,29365 ,7275 ,7691 ,2019-10-03 12:45
Sep-19,2호선,248,양천구청,164676 ,172306 ,46633 ,47882 ,2019-10-03 12:45
Sep-19,2호선,249,신정네거리,221971 ,228748 ,67432 ,69638 ,2019-10-03 12:45
Sep-19,2호선,250,용두(동대문구청),46291 ,46755 ,24274 ,25999 ,2019-10-03 12:45
Sep-19,3호선,309,지축,28253 ,28816 ,10483 ,12235 ,2019-10-03 12:45
Sep-19,3호선,310,구파발,533590 ,502842 ,116735 ,110684 ,2019-10-03 12:45
Sep-19,3호선,311,연신내,932428 ,872287 ,269834 ,260835 ,2019-10-03 12:45
Sep-19,3호선,312,불광,396868 ,431049 ,145774 ,161671 ,2019-10-03 12:45
Sep-19,3호선,313,녹번,339337 ,290104 ,69088 ,67742 ,2019-10-03 12:45
Sep-19,3호선,314,홍제,420840 ,395209 ,142578 ,141866 ,2019-10-03 12:45
Sep-19,3호선,315,무악재,86606 ,90516 ,31408 ,33199 ,2019-10-03 12:45
Sep-19,3호선,316,독립문,181258 ,186340 ,77701 ,76847 ,2019-10-03 12:45
Sep-19,3호선,317,경복궁(정부서울청사),665164 ,683338 ,100611 ,93950 ,2019-10-03 12:45
Sep-19,3호선,318,안국,610865 ,643306 ,106698 ,112511 ,2019-10-03 12:45
Sep-19,3호선,319,종로3가,240549 ,311761 ,61592 ,69601 ,2019-10-03 12:45
Sep-19,3호선,320,을지로3가,255324 ,269064 ,55527 ,54104 ,2019-10-03 12:45
Sep-19,3호선,321,충무로,55 ,0 ,2 ,0 ,2019-10-03 12:45
Sep-19,3호선,322,동대입구,329789 ,373160 ,37819 ,40051 ,2019-10-03 12:45
Sep-19,3호선,323,약수,322590 ,312369 ,84920 ,81485 ,2019-10-03 12:45
Sep-19,3호선,324,금호,196052 ,177406 ,55859 ,55043 ,2019-10-03 12:45
Sep-19,3호선,325,옥수,227008 ,234918 ,60057 ,60024 ,2019-10-03 12:45
Sep-19,3호선,326,압구정,799998 ,873387 ,147406 ,145989 ,2019-10-03 12:45
Sep-19,3호선,327,신사,835675 ,912402 ,71094 ,69205 ,2019-10-03 12:45
Sep-19,3호선,328,잠원,148931 ,142293 ,37377 ,36207 ,2019-10-03 12:45
Sep-19,3호선,329,고속터미널,1597571 ,1537282 ,188388 ,179401 ,2019-10-03 12:45
Sep-19,3호선,330,교대(법원.검찰청),367872 ,236111 ,71555 ,42641 ,2019-10-03 12:45
Sep-19,3호선,331,남부터미널(예술의전당),874506 ,892962 ,123488 ,123207 ,2019-10-03 12:45
Sep-19,3호선,332,양재(서초구청),967097 ,1056408 ,163096 ,164635 ,2019-10-03 12:45
Sep-19,3호선,333,매봉,262524 ,252411 ,58355 ,53223 ,2019-10-03 12:45
Sep-19,3호선,334,도곡,136210 ,139005 ,25769 ,23341 ,2019-10-03 12:45
Sep-19,3호선,335,대치,312028 ,297433 ,61670 ,59590 ,2019-10-03 12:45
Sep-19,3호선,336,학여울,55733 ,57486 ,16857 ,16587 ,2019-10-03 12:45
Sep-19,3호선,337,대청,242089 ,214663 ,55826 ,53440 ,2019-10-03 12:45
Sep-19,3호선,338,일원,222024 ,225201 ,64319 ,65013 ,2019-10-03 12:45
Sep-19,3호선,339,수서,433861 ,431409 ,104529 ,102486 ,2019-10-03 12:45
Sep-19,3호선,340,가락시장,205367 ,201145 ,75963 ,74602 ,2019-10-03 12:45
Sep-19,3호선,341,경찰병원,177496 ,176111 ,42227 ,43266 ,2019-10-03 12:45
Sep-19,3호선,342,오금,167496 ,147227 ,28440 ,26319 ,2019-10-03 12:45
Sep-19,4호선,409,당고개,295388 ,268050 ,94556 ,93194 ,2019-10-03 12:45
Sep-19,4호선,410,상계,488562 ,430084 ,117909 ,115250 ,2019-10-03 12:45
Sep-19,4호선,411,노원,542446 ,624792 ,91314 ,89140 ,2019-10-03 12:45
Sep-19,4호선,412,창동,649407 ,701634 ,199013 ,206513 ,2019-10-03 12:45
Sep-19,4호선,413,쌍문,770165 ,676746 ,163128 ,158958 ,2019-10-03 12:45
Sep-19,4호선,414,수유(강북구청),901955 ,887720 ,203662 ,202638 ,2019-10-03 12:45
Sep-19,4호선,415,미아(서울사이버대학),381177 ,353236 ,117593 ,116057 ,2019-10-03 12:45
Sep-19,4호선,416,미아사거리,693984 ,666599 ,181564 ,179141 ,2019-10-03 12:45
Sep-19,4호선,417,길음,575381 ,552661 ,120168 ,119540 ,2019-10-03 12:45
Sep-19,4호선,418,성신여대입구(돈암),637385 ,599454 ,90896 ,88981 ,2019-10-03 12:45
Sep-19,4호선,419,한성대입구(삼선교),414442 ,392100 ,77105 ,76294 ,2019-10-03 12:45
Sep-19,4호선,420,혜화,1048614 ,1084281 ,133133 ,132272 ,2019-10-03 12:45
Sep-19,4호선,421,동대문,536648 ,543518 ,138575 ,129601 ,2019-10-03 12:45
Sep-19,4호선,422,동대문역사문화공원,568410 ,513252 ,59222 ,53845 ,2019-10-03 12:45
Sep-19,4호선,423,충무로,788893 ,803254 ,125159 ,125683 ,2019-10-03 12:45
Sep-19,4호선,424,명동,1022664 ,1106224 ,70812 ,72788 ,2019-10-03 12:45
Sep-19,4호선,425,회현(남대문시장),650668 ,698459 ,182949 ,182681 ,2019-10-03 12:45
Sep-19,4호선,426,서울역,344681 ,616024 ,39058 ,50671 ,2019-10-03 12:45
Sep-19,4호선,427,숙대입구(갈월),429494 ,419049 ,56398 ,52739 ,2019-10-03 12:45
Sep-19,4호선,428,삼각지,111807 ,135517 ,26955 ,28665 ,2019-10-03 12:45
Sep-19,4호선,429,신용산,413645 ,433503 ,50051 ,50095 ,2019-10-03 12:45
Sep-19,4호선,430,이촌(국립중앙박물관),221844 ,243751 ,47769 ,50424 ,2019-10-03 12:45
Sep-19,4호선,431,동작(현충원),58239 ,62160 ,21431 ,21424 ,2019-10-03 12:45
Sep-19,4호선,432,총신대입구(이수),460246 ,511778 ,151626 ,158938 ,2019-10-03 12:45
Sep-19,4호선,433,사당,751507 ,647328 ,93991 ,95711 ,2019-10-03 12:45
Sep-19,4호선,434,남태령,36791 ,26845 ,8648 ,7897 ,2019-10-03 12:45
Sep-19,경부선,1001,서울역,204983 ,44877 ,12481 ,2444 ,2019-10-03 12:45
Sep-19,경부선,1002,남영,278602 ,300700 ,37472 ,39220 ,2019-10-03 12:45
Sep-19,경부선,1003,용산,1099750 ,1127645 ,130918 ,130138 ,2019-10-03 12:45
Sep-19,경부선,1004,노량진,313393 ,291194 ,39098 ,36935 ,2019-10-03 12:45
Sep-19,경부선,1005,대방,347821 ,350980 ,70038 ,70522 ,2019-10-03 12:45
Sep-19,경부선,1006,영등포,1162450 ,1222139 ,284088 ,283199 ,2019-10-03 12:45
Sep-19,경부선,1007,신도림,100361 ,100595 ,23883 ,27019 ,2019-10-03 12:45
Sep-19,경부선,1032,신길,239569 ,195457 ,43673 ,40815 ,2019-10-03 12:45
Sep-19,경부선,1701,구로,474501 ,491528 ,91208 ,87552 ,2019-10-03 12:45
Sep-19,경부선,1702,가산디지털단지,437274 ,513448 ,31287 ,34183 ,2019-10-03 12:45
Sep-19,경부선,1703,금천구청,284718 ,274051 ,79122 ,79069 ,2019-10-03 12:45
Sep-19,경부선,1704,석수,294919 ,259734 ,48665 ,45866 ,2019-10-03 12:45
Sep-19,경부선,1705,관악,192330 ,180777 ,54432 ,53440 ,2019-10-03 12:45
Sep-19,경부선,1706,안양,726104 ,720954 ,118239 ,121059 ,2019-10-03 12:45
Sep-19,경부선,1707,명학,250442 ,250946 ,43281 ,43684 ,2019-10-03 12:45
Sep-19,경부선,1708,금정,669453 ,679888 ,107110 ,108448 ,2019-10-03 12:45
Sep-19,경부선,1709,군포,183120 ,175637 ,34095 ,32813 ,2019-10-03 12:45
Sep-19,경부선,1710,의왕,232948 ,226270 ,40588 ,40186 ,2019-10-03 12:45
Sep-19,경부선,1711,성균관대,422491 ,413489 ,51489 ,51895 ,2019-10-03 12:45
Sep-19,경부선,1712,화서,204439 ,198985 ,43320 ,43312 ,2019-10-03 12:45
Sep-19,경부선,1713,수원,1274404 ,1341199 ,151830 ,159414 ,2019-10-03 12:45
Sep-19,경부선,1714,독산,407688 ,427722 ,64442 ,67307 ,2019-10-03 12:45
Sep-19,경부선,1715,세류,100757 ,94418 ,18008 ,17990 ,2019-10-03 12:45
Sep-19,경부선,1716,병점,448151 ,444786 ,60491 ,59762 ,2019-10-03 12:45
Sep-19,경부선,1717,세마,74303 ,67383 ,15346 ,14499 ,2019-10-03 12:45
Sep-19,경부선,1718,오산대,91649 ,91055 ,14631 ,14051 ,2019-10-03 12:45
Sep-19,경부선,1719,오산,287149 ,274154 ,44568 ,44649 ,2019-10-03 12:45
Sep-19,경부선,1720,진위,44069 ,38075 ,8202 ,7901 ,2019-10-03 12:45
Sep-19,경부선,1721,송탄,133008 ,131322 ,23703 ,23237 ,2019-10-03 12:45
Sep-19,경부선,1722,서정리,152295 ,150574 ,24995 ,24658 ,2019-10-03 12:45
Sep-19,경부선,1723,지제,74734 ,70183 ,8933 ,8955 ,2019-10-03 12:45
Sep-19,경부선,1724,평택,381187 ,379114 ,67481 ,65820 ,2019-10-03 12:45
Sep-19,경부선,1725,성환,144359 ,142474 ,20991 ,20567 ,2019-10-03 12:45
Sep-19,경부선,1726,직산,23577 ,24936 ,5721 ,5632 ,2019-10-03 12:45
Sep-19,경부선,1727,두정,175417 ,195040 ,22038 ,22807 ,2019-10-03 12:45
Sep-19,경부선,1728,천안,196504 ,175346 ,56412 ,55958 ,2019-10-03 12:45
Sep-19,경부선,1729,당정,187884 ,179959 ,29658 ,28773 ,2019-10-03 12:45
Sep-19,경부선,1749,서동탄,44503 ,36985 ,9688 ,9145 ,2019-10-03 12:45
Sep-19,경부선,1750,광명,89625 ,69570 ,7616 ,6365 ,2019-10-03 12:45
Sep-19,경인선,1801,개봉,545743 ,532092 ,158761 ,163696 ,2019-10-03 12:45
